segmented original sentence,original sentence,translated sentence,syntheticity,bleu,chrf_score,targets,comet_score
"К сожалеть-ение-ю, такать-ают-я перспектива является, единый-ство-енный-ым компромисс-ом межда-у утопия-ический-ой версия-ией цвести-тут-щий-ей демократ-ия-ией и жалкий-им государь-ством-банкротом.","К сожалению, такая перспектива является, единственным компромиссом между утопической версией цветущей демократией и жалким государством-банкротом.","Unfortunately, this prospect is the only compromise between the utopian version of a flourishing democracy and the pathetic Bancrot State.",2.3333333333333335,0.07736443577923949,0.47975384910951724,Bad as it sounds this prospect appears to be a realistic compromise between the supposedly utopian vision of a flourishing unified democracy and the wretchedness of a failed state,0.3133179843425751
"Действие-я и политик-а Коалиция-онный-ого время-ной-ого правый-ить-тель-ство-а (CPA), равный-о как и послед-ний-ие решить-ение-я администрировать-ация-ии Бухой-а у-казать-ывать-ают на то, честь-ый-о прежний-яя вера в воз-мочь-ный-ость принять-тие-я Ирак-ом запад-ный-ой модель-и демократ-ия-ии у-ход-ить-ит в не-бытие.","Действия и политика Коалиционного временного правительства (CPA), равно как и последние решения администрации Буша указывают на то, что прежняя вера в возможность принятия Ираком западной модели демократии уходит в небытие.","The actions and policies of the Coalition Provisional Government (CPA), as well as recent decisions of the Bush administration, indicate that Iraq &apos; s previous belief in the possibility of adopting a Western model of democracy has gone to nothing.",2.3,0.25181967930875465,0.5305762954693486,Many of the actions and policies of the Coalition Provisional Authority CPA as well as higherlevel Bush administration decisions seem to point to a resigned acceptance that early hopes that Iraq would embrace Westernstyle democracy were misplaced,0.36617040634155273
"И деять-ство-ие-тельный-о, надежда на это быть-л-а безосновательной.","И действительно, надежда на это была безосновательной.","Indeed, the hope was unfounded.",1.8571428571428572,0.05372849659117709,0.2580331222897456,Indeed such hopes were misplaced,0.4355761408805847
"Политик-еский-ая культ-ура Ира-ак-а ̈̈-и-ы и Ближний-его Восток-а в целый-ом ̈̈-и-к-и-к-к-ик-и-к-й-ы несовместимый-а с о-сновать-ной-ыми черта-ами при-знать-нный-ой запад-ный-ой демократ-ии: отсутствие-овать-уют такий-ие понять-тие-я как правый-а и обязанный-ость-и человека, глубокий-о укоренить-л-а-ся концепция патриарх-альный-ого государь-ство-а, а культ-ура-ный-ая самобытный-ость индивидуум-ов редить-кий-о с-вязнуть-ать-нный-а с сообщить-ество-ой-ом, пред-ставить-ять-яют-щий-им соба-ой вся-ю нацию.","Политическая культура Ирака - и Ближнего Востока в целом - несовместима с основными чертами признанной западной демократии: отсутствуют такие понятия как права и обязанности человека, глубоко укоренилась концепция патриархального государства, а культурная самобытность индивидуумов редко связана с сообществом, представляющим собой всю нацию.","Iraq &apos; s political culture - and the Middle East as a whole - is incompatible with the fundamental features of a recognized Western democracy: there are no such concepts as human rights and responsibilities, the concept of a patriarchal State is deeply rooted, and the cultural identity of individuals is rarely linked to a community that represents the whole nation.",2.619047619047619,0.22214405091092423,0.6723652901344713,Iraq's political culture  and that of most of the Middle East  is incompatible with the basic components of a recognizable Westernstyle democracy notions of individual rights and responsibilities are lacking the concept of a patriarchal state is deeply rooted and individual cultural identity is rarely tied to the national community,0.46842333674430847
"С друга-ой стороны, многий-о порочный-ых логика-ический-их вы-кладь-ок в аналитика-ический-их расчетах-, полагать-ают-щий-их ""традиция-онный-ую"" природа-у Ирак-ец-ский-ого общий-ество-а как препятствие для демократ-ии.","С другой стороны, много порочных логических выкладок в аналитических расчетах, полагающих ""традиционную"" природу иракского общества как препятствие для демократии.","On the other hand, there are many evil logics in analytical calculations that believe in the ""traditional"" nature of Iraqi society as an obstacle to democracy.",2.1578947368421053,0.3342769222679444,0.6378973760720894,On the other hand much circular logic figures in analyses that consider the traditional nature of Iraqi society an obstacle to liberal democracy,0.11034564673900604
"Така-ой анализ вряд ли можный-о на-звать бес-пристрастие-ный-ым, и он не-воля-ить-ный-о вести-дёт к усилие-ить-ение-ю конфронтации.","Такой анализ вряд ли можно назвать беспристрастным, и он невольно ведёт к усилению конфронтации.","Such an analysis is hardly impartial, and it leads inadvertently to increased confrontation.",2.0,0.020448007360218394,0.3611889413421164,For these analyses are hardly neutral but unwittingly enter an ongoing confrontation,0.47484737634658813
"В Ира-аке, как и везда-е в араб-ский-ом и мусульманин-ский-ом мире, культ-ура-ный-ая война вести-дет-ся межда-у двум-ить-ят-я парадигмамия-и: великий-им миф-ом сторона-ний-ник-ов и агитировать-атор-ов идея-й коллектив-изм-а (национализма, социализма, ислам-изм-а) и не-явь-ный-о вы-раз-ить-жу-енный-ой парадигма-ой индивидуалист-ический-ой со-временить-ный-ость-и, пуск-ать-ают-щий-ей своить-и корень-и в от-делить-ный-ых местах, куда до-ход-ить-ит мир-овой опыт.","В Ираке, как и везде в арабском и мусульманском мире, культурная война ведется между двумя парадигмами: великим мифом сторонников и агитаторов идей коллективизма (национализма, социализма, исламизма) и неявно выраженной парадигмой индивидуалистической современности, пускающей свои корни в отдельных местах, куда доходит мировой опыт.","In Iraq, as elsewhere in the Arab and Muslim world, a cultural war is taking place between two paradigms: the great myth of the supporters and agitators of collective ideas (nationalism, socialism, Islamism) and the unexpressed paradigm of individualist modernism, which has its roots in certain places where world experience reaches.",2.3333333333333335,0.2649787901994124,0.5774906386091636,In Iraq as elsewhere in the Arab and Muslim worlds a cultural war is being waged between two paradigms grand narratives that accept and promote a collectivistic understanding nationalism socialism Islamism versus an implicit paradigm of individualistic modernity that is locally rooted yet informed by the global experience,0.22933964431285858
"Линия-ией фронт-а эта-ой война-ы явь-ить-ять-яют-ся такий-ие понять-тие-я как лик-ный-ость, культ-ура-ный-ая самобытный-ость, гражданин-ский-ое общий-ество и нация-государство.","Линией фронта этой войны являются такие понятия как личность, культурная самобытность, гражданское общество и нация-государство.","The lines of the war are identity, cultural identity, civil society and nation-State.",2.4,0.2797803653491597,0.5441993644203987,The frontlines of this war are notions of the individual cultural identity civil society and the nationstate,0.2509894073009491
Нельзь-я недо-о-цена-ить-вать роль Ислам-а в общий-ество-енный-ой жить-знь-и Ирака.,Нельзя недооценивать роль Ислама в общественной жизни Ирака.,The role of Islam in Iraqi public life cannot be underestimated.,2.375,0.05696822651325549,0.45190404987324256,The religious Islamic component in Iraqi social life should not be underestimated,0.41306403279304504
"Но его не-льзя при-равный-ять-ивать к полития-ка-ический-ому ислам-изм-у, стремя-ить-ят-щий-ему-ся за-работа-ать на нём капитал.","Но его нельзя приравнивать к политическому исламизму, стремящемуся заработать на нём капитал.",But it cannot be equated with political Islamism seeking to earn capital from it.,2.3333333333333335,0.08929994514871473,0.5033028037426682,But it also should not be equated with the political Islamism that strives to capitalize on it,0.34599682688713074
"Националист-ский-ие и левый-ые взгляд-ы о-ставить-л-и своя-й след в система-е цена-ный-ость-ей Ирака, но в эть-и цена-ный-ость-и в-ход-ить-ят и другой-ие со-ставить-ять-яют-щий-ие части.","Националистские и левые взгляды оставили свой след в системе ценностей Ирака, но в эти ценности входят и другие составляющие части.","Nationalist and leftist views have left their mark in Iraq &apos; s system of values, but these values include other parts.",2.25,0.051366639095059535,0.38404271758763237,Nationalist and leftist political discourses did leave an imprint on the Iraqi value system but they are not its sole components,0.2379458248615265
"Пусть номинал-ный-ое, но согласие с великий-ими понять-тие-ями ""демократ-ия-ий-и"" и ""прав человека"" как общий-ей основа-ы для полития-ка-ический-их дебаты-ов пред-ставить-ять-яют важный сдвиг линия-ии фронта, по котора-ой идет бить-тва культ-ур.","Пусть номинальное, но согласие с великими понятиями ""демократии"" и ""прав человека"" как общей основы для политических дебатов представляют важный сдвиг линии фронта, по которой идет битва культур.",Nominal but acceptance of the great notions of democracy and human rights as a common basis for political debate represents an important shift in the line of battle of cultures.,1.7777777777777777,0.22639960901592993,0.5672551835095424,Indeed the nominal acceptance of grand narratives of democracy and human rights as common bases for political discourse represents a crucial shift in demarcating the cultural battle,0.25499969720840454
Спора-ы о культ-ура-е идут не толя-кий-о в араб-ский-ом мире.,Споры о культуре идут не только в арабском мире.,It is not only in the Arab world that cultural disputes are taking place.,1.7777777777777777,0.04516881220954754,0.3981108075417534,This cultural debate is not limited to the Arab scene,0.35023531317710876
Ярость-ный-ые дискуссия-ии о применить-имый-ость-и институт-ов демократ-ия-ии в араб-ский-ом миро-е вести-дут-ся и на Западе.,Яростные дискуссии о применимости институтов демократии в арабском мире ведутся и на Западе.,"In the West, the applicability of the institutions of democracy in the Arab world has also been the subject of fierce debate.",2.076923076923077,0.07305267243289862,0.5042802572269602,There are also vigorous discussions in the West about the applicability of democratic institutions to the Arab context,0.3158167898654938
"Сторона-ник-и идея-и ""араб-ский-ой исключить-тельный-ость-и"", сомневать-ают-щий-ие-ся в с-пособие-ный-ость-и араб-ский-их общий-еств приспособить-ся к демократ-ия-ический-им система-ам, являются, по сути, союз-ник-ами идеолог-ов, про-по-ведать-овать-уют-щий-их ""великий-ие мифы"", а такжа-е тех, кто из-влечь-ать-ает выгода-у из о-сновать-нный-ого на патронаж-е полития-ка-ический-ого у-с-троить-ство-а араб-ский-ого мира.","Сторонники идеи ""арабской исключительности"", сомневающиеся в способности арабских обществ приспособиться к демократическим системам, являются, по сути, союзниками идеологов, проповедующих ""великие мифы"", а также тех, кто извлекает выгоду из основанного на патронаже политического устройства арабского мира.","Proponents of the idea of ""Arab exclusiveness"", who doubt the ability of Arab societies to adapt to democratic systems, are, in fact, allies of ideologies that preach ""great myths"", as well as those who profit from the Arab world's rule-based political order.",2.4857142857142858,0.28538917009965725,0.5307073990125218,Advocates of the notion of Arab exceptionalism which questions the ability of Arab societies to adapt democratic systems are in fact objectively allied with grand narrative ideologues  and also with the beneficiaries of the Arab world's patronagebased political order,0.4427013695240021
"Модель-и, ис-польза-овать-уем-ый-ые запад-ный-ыми полития-ка-ический-ими и академия-ический-ими круг-ами для анализ-а и интерпретировать-ация-ии араб-ский-их сообщить-еств, страдать-ают ограниченностью.","Модели, используемые западными политическими и академическими кругами для анализа и интерпретации арабских сообществ, страдают ограниченностью.",The models used by Western political and academic circles to analyse and interpret Arab communities are limited.,2.4,0.04963567553844911,0.4429963602066,The models used in the West both in political circles and in academia for the analysis and interpretation of Arab societies are seriously deficient,0.507042407989502
"В часть-ный-ость-и, многий-ие аналитик-и про-двинуть-ать-ают в настоящий-ее время этнический-ую модель, с-водить-ят-щий-ую Ира-ак к искус-ить-ный-ство-енный-ому об-разовать-анию-е, покой-ить-ят-щий-ему-ся на фрагмент-ировать-нный-ой ""реальный-ость-и"" от-делить-ный-ых сообщить-еств.","В частности, многие аналитики продвигают в настоящее время этническую модель, сводящую Ирак к искусственному образованию, покоящемуся на фрагментированной ""реальности"" отдельных сообществ.","In particular, many analysts are currently promoting an ethnic model that reduces Iraq to an artificial entity based on the fragmented ""reality"" of individual communities.",2.761904761904762,0.2171453338426706,0.6372504247835106,In particular many analyses nowadays promote an ethnic model reducing Iraq to an artificial construct that rests atop a fragmented reality of separate communities,0.468311607837677
"Кто-то даж-е пред-ложа-ить-л ускорить исход-,ть-и пред-с-казать-нный этими ошибаться-ка-ный-ыми пред-ставить-ение-ямый-и, раз-делить-л-в Ира-ак на его ""подлинный-ые"" из-начать-альный-ые со-ставить-ной-ые часть-и: суннит-ов, шиит-ов и курдов.","Кто-то даже предложил ускорить исход, предсказанный этими ошибочными представлениями, разделив Ирак на его ""подлинные"" изначальные составные части: суннитов, шиитов и курдов.","Some have even proposed to accelerate the outcome predicted by these misconceptions by dividing Iraq into its ""silver"" original components: Sunnis, Shia, and Kurds.",2.4761904761904763,0.3207714281451772,0.6315192670046506,Some have even suggested hastening the outcome predicted by this faulty view by dividing Iraq into its genuine original components Sunni Shii and Kurd,0.08241429924964905
Но на дело-е общий-ество Ира-ак-а у-с-троить-енный-о куда сложнее.,Но на деле общество Ирака устроено куда сложнее.,"But in fact, Iraq's society is much more complicated.",2.0,0.06030725360407769,0.5799107056221521,In fact Iraqi society is more complex than this,0.49995124340057373
"Принять-тие и адаптировать-ация демократ-ия-ии -рмх-к-к-ил- не деть-л-о сектант-ов, но от-раз-ить-ение многогранный-ой история-ический-ой, культ-ура-ный-ой, религиозный-ой и полития-ка-ический-ой самобытный-ость-и Ирак-ец-ский-их граждан.","Принятие и адаптация демократии - не дело сектантов, но отражение многогранной исторической, культурной, религиозной и политической самобытности иракских граждан.","The acceptance and adaptation of democracy is not a matter of sectarianism, but a reflection of the multifaceted historical, cultural, religious and political identity of Iraqi citizens.",2.5789473684210527,0.4117510406878335,0.6390926665718787,The reception and adoption of democracy is not a function of sectarian belonging but a reflection of the multidimensional historical cultural religious and political identities of Iraqi individuals,0.5322522521018982
При хороший-о с-ложа-ить-вший-их-ся об-стоять-тельство-ах Ирак-ец-ский-ое общий-ество очень лёгкий-о мобилизовать для демократ-ичный-ого определить-ение-я своегий-о будущего.,При хорошо сложившихся обстоятельствах иракское общество очень легко мобилизовать для демократичного определения своего будущего.,"Under well-established circumstances, Iraqi society is very easily mobilized to determine its future in a democratic manner.",2.357142857142857,0.03636967979881175,0.4183193256145988,Given the right circumstances it is eminently possible to mobilize Iraqi society towards a democratic formulation of its statetobe,0.3770642578601837
Падеть-ение саддамовец-ский-ого режим-а ̈̈-и-ы одно из така-ий-их условиӗ.,Падение саддамовского режима - одно из таких условий.,The fall of the Saddamian regime is one such condition.,2.0,0.1122444464861146,0.33620210760902935,The fall of Saddam ushers in the right circumstances,0.4932379424571991
"В деять-ство-ие-тельный-ость-и, отсутствие в Ира-ак-е при-знать-нный-ого демократ-ия-ический-ого стержень-я в первый-ые месяц-ы посла-е падать-ение-я диктат-ура-ы Саддама казать-ут-ся не-удачей, но его причина ̈̈-и-к-и-к-к-ик-и-ь специфика процесса, а не на-дума-ать-нный-ая природа Ирак-ец-ский-ого общества.","В действительности, отсутствие в Ираке признанного демократического стержня в первые месяцы после падения диктатуры Саддама кажутся неудачей, но его причина - специфика процесса, а не надуманная природа иракского общества.","Indeed, the absence of a recognized democratic core in Iraq in the first months following the fall of Saddam &apos; s dictatorship seems to be a failure, but its cause is the specificity of the process, not the conceited nature of Iraqi society.",2.3448275862068964,0.1248655762038344,0.539720592247773,Indeed the seeming failure of a recognizable democratic core to emerge in Iraq within the first few months of the collapse of Saddam's dictatorship is due more to idiosyncrasies of the process than to any presumed essential nature of Iraqi society,0.339971125125885
"Посло-е крах-а Саддам-а в Ира-ак-е появить-л-а-ся большой-ая группа людить-ся-ый-еть-й ""среда-ний-ей прослойный-ить-ки""̆-ить-ать-ь, который-е положительный-о от-носить-л-и-ся к идея-ям и практик-е демократ-ии.","После краха Саддама в Ираке появилась большая группа людей ""средней прослойки"", которые положительно относились к идеям и практике демократии.","Since Saddam's collapse, Iraq has seen a large group of people in the middle line who have been positive about the ideas and practices of democracy.",2.526315789473684,0.02101654884156187,0.4173634681927147,Upon Saddam's fall a large middle ground existed in Iraq that was positively disposed towards democratic discourse and practice,0.3837527334690094
"Ошиб-ка-и и откат-ы в политик-е раз-рушить-л-и этот слой, от-крыть-л-в дорог-у идеолог-ия-ям ислам-изм-а и не-обаасизма.","Ошибки и откаты в политике разрушили этот слой, открыв дорогу идеологиям исламизма и необаасизма.","Mistakes and setbacks in politics have destroyed this layer, paving the way for ideologies of Islamism and neoaasism.",2.142857142857143,0.02872495348091206,0.3808934641143366,Policy mistakes and reversals eroded this middle ground opening a path for ideological Islamism and a reconstituted neoBaathism,0.2452070415019989
"Ключ-евой ошибаться-ка-ой стать-л-а не-с-пособие-ный-ость оккупация-онный-ых сил пере-дать власть малый-ой группа-е Ирак-ец-ский-их либерал-демократ-ов с тем, что-бы оня-и подключить-л-и к процесс-у демократ-ия-ии эт-у ""среда-ний-юю прослойку"".","Ключевой ошибкой стала неспособность оккупационных сил передать власть малой группе иракских либерал-демократов с тем, чтобы они подключили к процессу демократии эту ""среднюю прослойку"".","A key mistake was the failure of the occupying forces to hand over power to a small group of Iraqi liberal democrats so that they could engage this ""middle layer"" in the process of democracy.",2.260869565217391,0.2686424829558855,0.6163650717854763,The key mistake was the failure of occupation forces to equip and empower the small group of Iraqi liberal democratic figures to tap into this middle ground,0.3951532542705536
В итог-е демократ-ия-ический исход от-с-тупой-ить-л.,В итоге демократический исход отступил.,"As a result, the democratic outcome has receded.",2.4,0.2936697784628213,0.5948303664733406,As a result the space for a liberal democratic outcome receded,0.06929187476634979
Но с-читать не-удача-и провал-ом знак-ить-ит дело-ать само-сбыть-вать-ают-щий-ие-ся прогнозы.,Но считать неудачи провалом значит делать самосбывающиеся прогнозы.,But to regard failure as a failure is to make self-fulfilling predictions.,2.625,0.10207580399073182,0.4681195538260719,But to treat this setback as a failure would be a selffulfilling prophecy,0.18155346810817719
Демократ-ы Ира-ак-а долг-ный-ы пред-ложа-ить новый-ую стратег-ия-ию развития.,Демократы Ирака должны предложить новую стратегию развития.,Iraq &apos; s democracies must propose a new development strategy.,2.4285714285714284,0.02777619034011792,0.40869279289864946,Iraqi democrats must reassess and develop a clear public strategy,0.47115910053253174
"Коалиция-онный-ое время-ной-ое правый-ить-тель-ство и веси-ь-ся мир не долг-ный-ы заранея-е обречь-ать исход их усилие-й на не-удача-у, принимать-ают-я по-спешить-ный-ое и ложь-ный-ое пред-ставить-ение об Ирак-ец-ский-ом общий-стве.","Коалиционное временное правительство и весь мир не должны заранее обрекать исход их усилий на неудачу, принимая поспешное и ложное представление об иракском обществе.",The Coalition Provisional Government and the world should not pre-empt the outcome of their efforts by accepting a hasty and false view of Iraqi society.,2.260869565217391,0.44272743571295586,0.619185832642006,The CPA and the world community must not prejudice the outcome of their efforts by accepting a facile and bogus view of Iraqi society,0.19613158702850342
"Но и в случай-е успех-а эть-их начинание-ный- путь Ира-ак-а к полноценный-ой демократ-ия-ический-ой система-е суть-ет и труд-ным, и дорогим.","Но и в случае успеха этих начинаний, путь Ирака к полноценной демократической системе будет и трудным, и дорогим.","But even if these undertakings succeed, Iraq's path to a fully fledged democratic system will be both difficult and expensive.",1.7777777777777777,0.04007781700028194,0.5492343517802739,Even if such efforts succeed the road to a fullfledged democratic system in Iraq will still be arduous and expensive,0.6125447154045105
"И вместо того что-бы до-пустить ""сценария-ий Сомали"", или мечта-ать о ""япон-ия-ский-ом сценарий-и"" или готовый-ить-ит-ся к ""афган-ец-ский-ому сценарию"", Ира-ак всить-ё ещё мочь-ет стать ""сценарий-ием"" успех-ный-ого в-с-тупой-ить-ение-я в XёX-I век.","И вместо того чтобы допустить ""сценарий Сомали"", или мечтать о ""японском сценарии"" или готовится к ""афганскому сценарию"", Ирак всё ещё может стать ""сценарием"" успешного вступления в XXI век.","And instead of letting the ""Somalia scenario"" happen, or dreaming of a ""Japan scenario"" or preparing for an ""Afghan scenario"", Iraq could still become a ""Search"" for a successful 21st century.",1.9285714285714286,0.22533123236310237,0.5915070030476529,But instead of succumbing to a Somalia scenario dreaming of a Japan scenario or settling for an Afghanistan scenario Iraq may yet become a scenario for successful intervention in the 21 st century,0.0080580934882164
«Нео-османская» Турция?,«Нео-османская» Турция?,Neo-Otman Turkey?,1.5,0.1495348781221221,0.43555745479475866,“NeoOttoman” Turkey,0.2254505604505539
"АНКАРА. Сегода-ня между-на-род-ный-ые среда-ство-а информировать-ация-ии без умолк-у рас-суд-ить-ать-ают о том, кто «потерять-л» Турция-ию, и о том, честь-ый-о дать-нный-ая мнить-им-ый-ая потер-ить-ят-я о-знак-ить-ать-ает для Европ-ы и для Запада.","АНКАРА. Сегодня международные средства информации без умолку рассуждают о том, кто «потерял» Турцию, и о том, что данная мнимая потеря означает для Европы и для Запада.","AKARA – Today, the international media remain silent as to who has ""lost"" Turkey and what this perceived loss means for Europe and the West.",2.1923076923076925,0.32950734627830874,0.5660581053519825,ANKARA – Nowadays the international media are obsessed with the question of who “lost” Turkey and what that supposed loss means for Europe and the West,0.4303305447101593
Но тревога-у вы-зывать-ает другой-ое: не-который-е журнал-ист-ы с-читать-ают Турция-цкий-ую политик-у добрососедство-а свидетель-ство-ом воскреснуть-ить-ение-я османский-ого империализма.,Но тревогу вызывает другое: некоторые журналисты считают турецкую политику добрососедства свидетельством воскрешения османского империализма.,But what is worrying is that some journalists view the Turkish policy of good-neighbourliness as a sign of the resurrection of Ottoman imperialism.,2.4285714285714284,0.048746715608426264,0.4087515078309955,More alarmingly some commentators liken Turkey’s neighborhood policy to a revival of Ottoman imperialism,0.49705782532691956
"Недавие-ный-о ода-ин известие-ный инострания-ный обо-зреть-вать-тель по Турция-ии даж-е при-вести-л для пример-а цитата-у министр-а иностранный-ых деть-л Ахмет-а Давутоглу,ь-нут якоб-ы с-казать-вший-его, честь-ый-о «ма-ы деять-ство-ие-тельный-о не-о-османцы».","Недавно один известный иностранный обозреватель по Турции даже привёл для примера цитату министра иностранных дел Ахмета Давутоглу, якобы сказавшего, что «мы действительно нео-османцы».","Recently, a well-known foreign observer for Turkey even quoted, for example, Foreign Minister Ahmet Davutoglu, who allegedly said that ""we are indeed neo-Otmans"".",2.391304347826087,0.06229275558531618,0.5215078087163728,Recently a senior Turkish columnist went so far as to quote Foreign Minister Ahmet Davutoğlu as saying that “we are indeed neoOttoman”,0.10871580243110657
"Как лицо, присутствие-овать-вший-ее на вы-с-тупой-ить-ение-и Давутогла-у перед парламент-ский-ой фракция-ией правый-ить-ят-щий-ей в Турция-ии Партия-ии справедливый-ость-и и раз-вить-тие-я (ПСРо-), мочь-гу подтвердить, честь-ый-о подобие-ный-ой терминолог-ия-ией он не пользовался.","Как лицо, присутствовавшее на выступлении Давутоглу перед парламентской фракцией правящей в Турции Партии справедливости и развития (ПСР), могу подтвердить, что подобной терминологией он не пользовался.","As the person who was present at Davutoglu &apos; s speech before the parliamentary faction of Turkey &apos; s ruling Justice and Development Party (JDP), I can confirm that he did not use such terminology.",2.24,0.3875091093026279,0.6622166796439056,As someone who was present when Davutoğlu made his presentation to the parliamentary faction of Turkey’s ruling Justice and Development Party AKP I can attest to the fact that he did not use such terminology,0.09598484635353088
"Вообщий-е, ни Давутоглу,ь-нут ни какой-либ-о друга-ой член ПСР, занять-ый во внешний-ей политике, никогда не ис-польза-овать-ует дать-нный термин, по-сколь-ёк-у он абсолют-ный-о не соответствие-овать-ует наший-ей позиции.","Вообще, ни Давутоглу, ни какой-либо другой член ПСР, занятый во внешней политике, никогда не использует данный термин, поскольку он абсолютно не соответствует нашей позиции.","In fact, neither Davutoglu nor any other member of the AKP engaged in foreign policy ever uses this term because it is totally inconsistent with our position.",1.7916666666666667,0.18974750325407386,0.5180671612889193,In fact Davutoğlu and all of us in the AKP foreignpolicy community never use this term because it is simply a mispresentation of our position,0.498809278011322
"Политик-а добрососедство-а Турция-ии раз-работа-ать-нный-а с целый-ь-ью воз-об-новить-ение-я интеграция-ии Турция-ии со своий-ими не-по-среда-ство-енный-ыми регионами-соседями, така-ий-ими как Балка-ать-нны, черноморец-ский регион, Кавказ, Ближний Восток и восток-ный-ое средиземноморье.","Политика добрососедства Турции разработана с целью возобновления интеграции Турции со своими непосредственными регионами-соседями, такими как Балканы, черноморский регион, Кавказ, Ближний Восток и восточное средиземноморье.","Turkey &apos; s good-neighbourliness policy is designed to resume integration of Turkey with its immediate neighbouring regions, such as the Balkans, the Black Sea region, the Caucasus, the Middle East and the Eastern Mediterranean.",2.2083333333333335,0.21419863617598295,0.4333267166170278,Turkey’s neighborhood policy is devised to reintegrate Turkey into its immediate neighborhoods including the Balkans the Black Sea the Caucasus the Middle East and the Eastern Mediterranean We aim to deepen our political dialogue increase our trade and multiply our peopletopeople contacts with our neighbors in the form of sports tourism and cultural actvities,0.47670915722846985
"Мы стремя-ить-им-ся углубить-ять полит-ический диалог, раз-вить-вать торг-овать-ю и увеличить количество лик-ный-ых контакт-ов с на-ший-ими со-сидеть-ями с помощь-ью с-порта, туризм-а и культ-ура-ный-ой деятельности. Когда в 1960 г. известие-ный немой-ец-кий политик Эгон Бар с-формула-ировать-л своя-ю Ostpolitik « Восток-ный-ую политик-у ») по сблизить-ение-ю с восток-ный-европеец-ка-ский-ими странамо-и, ни-кто не с-просить-ивать-л федерал-ный-ого канцлер-а тогдашний-ей ФРГ Вилля-и Брандта о том, не по-терять-нный-а ли тепер Германия.","Мы стремимся углублять политический диалог, развивать торговлю и увеличить количество личных контактов с нашими соседями с помощью спорта, туризма и культурной деятельности. Когда в 1960 г. известный немецкий политик Эгон Бар сформулировал свою Ostpolitik ( « Восточную политику ») по сближению с восточноевропейскими странами, никто не спрашивал федерального канцлера тогдашней ФРГ Вилли Брандта о том, не потеряна ли теперь Германия.","We seek to deepen political dialogue, promote trade and increase personal contact with our neighbours through sport, tourism and cultural activities. When in 1960 the famous German politician Egon Bar formulated his Ostpolitik (the ""Eastern Policy "") to draw closer to Eastern European countries, no one asked the then Federal Chancellor Willy Brandt about whether Germany was lost.",1.88135593220339,0.08158446869302963,0.59543295462548,When Egon Bahr formulated his Ostpolitik in the 1960’s no one asked Will Brandt whether Germany was lost,0.32746660709381104
"Бог ниспослать-л Турция-ии географ-ия-ический-ое по-ложа-ить-ение, треба-овать-уют-щий-ее от нас постоянный-ого со-труд-ник-ество-а с Восток-ом и Западом, Север-ом и Югом.","Бог ниспослал Турции географическое положение, требующее от нас постоянного сотрудничества с Востоком и Западом, Севером и Югом.","God has sent down to Turkey a geographical position that requires us to cooperate continuously with East and West, North and South.",2.1176470588235294,0.46836246523694947,0.6346492599066944,God bestowed upon Turkey a geographical position that fundamentally requires for us to engage with East and West North and South,0.2873792052268982
"Это ни вы-бор, ни роса-кошь – это необходимый-ость.","Это ни выбор, ни роскошь – это необходимость.","It's not a choice, it's a luxury, it's a necessity.",1.375,0.05726933597463817,0.46652064781458175,This is neither a choice nor a luxury – it is a necessity,0.38564610481262207
"Символ-ом Византийский-ой Империя-ии и Империя-ии сельджуков,й-и занимать-вший-их пример-ный-о ту же территория-ию, честь-ый-о и со-временить-ный-ая Турция, быть-л двуглавый орёл, обратить-у-ённый как на восток, так и на запад.","Символом Византийской Империи и Империи сельджуков, занимавших примерно ту же территорию, что и современная Турция, был двуглавый орёл, обращённый как на восток, так и на запад.","The symbol of the Byzantine Empire and the Seljuk Empire, which occupied about the same territory as modern Turkey, was a two-headed eagle, both east and west.",1.6923076923076923,0.28304293230672806,0.5826615662469692,The symbol of the Byzantine and the Selçuk Empires which occupied roughly the same geography that Turkey does today was a doubleheaded eagle looking both east and west,0.20998996496200562
"Нет ничий-иего у-диво-ить-тельный-ого в том, честь-ый-о Турция такжа-е стремя-ить-ит-ся актив-ный-изировать оба крыть-ают-я своя-ей территория-ии и чувствый-ует, честь-ый-о её без-опасный-ость мочь-ный-о у-крепь-ить по-среда-ство-ом с-вести-ение-я к минимум-у риск-ов путь-ем со-труд-ник-ество-а со своий-ими со-седями.","Нет ничего удивительного в том, что Турция также стремится активизировать оба края своей территории и чувствует, что её безопасность можно укрепить посредством сведения к минимуму рисков путем сотрудничества со своими соседями.",It is not surprising that Turkey also seeks to revitalize both parts of its territory and feels that its security can be enhanced by minimizing risks through cooperation with its neighbours.,2.3225806451612905,0.202335170253142,0.5780524590176825,It should be no wonder that Turkey is also seeking to engage both ends of its territories and feels that its security is best consolidated by minimizing risks together with its neighbors,0.4903019964694977
